,median_house_value
6914,164.4211678369902
15868,-29309.193487953104
6454,-70344.0408127663
18615,71232.01642665017
5387,-64766.72730823091
12841,37267.51621023053
10011,-37130.510777956675
8736,-41537.088521888305
10630,20567.209354176186
2134,12744.104538302461
17585,42011.332872721396
12951,14314.938179275123
1075,-3860.616861100789
8836,-24472.831070831628
9001,69787.3957225625
16290,4418.396833976818
9934,-21802.2794961193
18188,2687.570946410706
5884,3060.5967340504285
1218,10712.764235338662
10627,-50698.25095774839
7702,-36233.65397612812
15191,-16882.679635773762
8573,-71976.4098232257
18210,-167142.27163598782
1702,19538.444675687002
1091,-29820.92452780361
8821,43863.62738851993
12255,49039.403683676035
9714,89392.18678060482
3653,-34934.730254038994
13988,5752.077810221002
17537,-24573.36656287205
5089,6711.527377552848
512,-22059.29388140916
9649,-15523.802683027112
6478,-37255.36988986944
4443,-16298.131141499209
11065,23111.323784830834
11838,5093.251835093848
2745,7619.982507993802
12614,10139.760227783874
11724,-9154.786226274053
17005,32135.46062463359
7506,27961.20045358708
1076,-1205.3158618817688
19831,3051.4549404639984
19462,19684.088145654692
1007,53685.65101683428
2890,9930.12554005938
14850,-3476.285196607976
4968,17282.54385646811
13690,9795.656135144964
19959,482.89670751920494
12536,-27602.466281832807
12450,-56145.21278358696
4728,-32719.726611945312
18567,-13947.840511100949
8067,27138.804782572377
7152,-5429.783473116695
20493,22908.08583211858
4229,-13526.63868612796
13657,3177.097759662269
13026,-15815.704082201919
5585,-22324.985468394152
5059,-117924.8901600186
14281,4201.780139478637
4773,28508.719092090818
17658,-10752.229141932505
3877,20883.006045820453
4803,22554.36171336015
5039,14973.734172680444
18938,51546.78748774482
18994,-52838.49773548983
9515,25515.70810154041
11121,-9080.915055759164
12174,17441.14552861832
19052,-117934.00309856587
18131,-41528.05214030726
2249,42259.1879421472
16060,-65480.819200516096
8016,60386.869870003895
3265,-21004.534390860732
13111,62081.339186406054
4472,20254.770657234418
4092,-101353.18432513863
4599,51056.03484651129
16171,-21375.892492852174
12406,-43851.85944900554
16922,22331.72679986531
4733,-68883.12726146769
6348,17889.745127898597
17148,-20814.57198645122
13226,4190.973444272153
5194,37244.95411502628
15303,-327980.7160347838
15828,-56031.48352294532
1134,4210.863202803099
14651,-30931.450014103408
13223,9585.2666454688
12107,27603.739334913844
4310,-5374.345738516626
3655,35582.084912548686
16820,18114.705443484854
7479,13051.69734723089
3753,38607.571581144235
8177,-7272.53850934637
11640,-105199.21936139558
731,21008.358743503108
1821,16981.061065157177
6011,-1368.8454939298244
12090,-7512.483240728805
3620,34214.32437497389
14704,-24565.63733518409
11332,-52160.326328953524
16985,-24086.86820033216
18528,36370.67114845471
10909,-56339.870661497174
9000,-34119.864983753534
14776,10106.510444179177
11554,6697.736061440519
1239,11387.241025690804
20639,13496.46026460937
17065,20087.187492880505
14628,102704.46734242688
101,-7123.780090622546
17045,-9840.647811679984
16644,84381.6915983624
13877,4856.974075931954
20425,18100.515806833515
543,-47138.74164950344
12375,-30077.101644514914
12268,-37021.359643519914
15865,33605.11504557426
4929,19423.911347619854
5819,-36815.30351931098
6945,17993.566562929744
10245,38434.33325073868
10510,5304.334458494908
12721,-5847.989615834784
12161,-82451.88078266538
8185,26787.409598410944
6857,-35505.18570255715
12360,17044.757388223137
11352,-12103.411081765604
3183,16758.421622936323
12224,16620.96512054949
20158,55086.193892198615
14592,-41741.28935382899
13023,-2894.9305479762697
10314,11119.341460654134
7205,-11197.612498229631
532,-43693.2224194624
16776,-23285.463987094292
11373,-49346.05943065614
13167,-53691.92320970073
2848,4913.263650503868
19010,35825.75868162478
6186,39462.59286500965
6775,40062.550718612474
163,103800.71364197729
3936,-25095.429878327064
9231,13272.077972809566
8061,18769.19144193796
19386,8580.280943174133
5583,-18636.11816884947
4252,-245082.7358852176
12213,-242275.40611666685
7269,-16969.611467448296
4841,7304.220381711784
19742,-22516.033143594366
333,26501.47262450018
13436,631.6760416690522
19888,6467.9546915173705
12152,46731.00246841938
14867,57679.21569401416
2193,-18546.134981988856
6162,6932.130132784252
10256,-4934.931094125437
16237,41797.219973988394
4854,2504.86488316115
8208,10798.135415047465
14506,-22015.891674458922
1662,-27701.493335390725
8670,-47635.48964416777
2297,11005.029721313971
4166,-7142.3884716689645
10815,-117065.97517986712
9094,-53635.4808222852
2920,-2968.342682908755
20315,-39501.72116439618
17480,-47654.65995599711
13260,-16907.020005130034
7073,19856.770935696666
19873,-17923.24135254344
1280,1762.2255364436132
12892,27123.578261549876
1630,-7021.4850733379135
4944,-18832.989510695043
16570,1906.0180938628037
1428,4111.994785941351
6819,-63061.178414596536
261,36852.99493935378
11642,58017.640100693505
4960,695.6660708202107
19870,-29556.532408768384
10581,32083.94179009262
6296,-39598.11006899574
3561,-5669.591256104701
18171,5541.901773433492
18257,-118498.00336138494
1026,18989.532604497857
3921,-6126.194218861987
159,22475.628687808174
3229,9292.514611848805
10717,-8018.760096358252
10434,-104625.67501030007
8311,-1682.3020753194578
12008,2668.6811516148446
1485,-29705.763689857267
10111,-51425.80078963059
11570,30769.357686545467
19796,-12027.855082178896
13539,177.66692410111136
9973,-76362.16951397122
12701,4104.991936414051
10019,-33404.14894878802
5620,-38120.322094255855
17431,29464.263137143163
8314,-151506.08531437913
9734,-5450.447823896189
448,7.192864689801354
12723,-36098.06580382504
6472,-38942.16624377653
12374,-776.8274535531527
10310,-12544.435183836962
8919,-175681.22620103892
10736,-192999.71965408686
9494,13863.098545069515
19300,-102223.3516122406
15806,-36326.05324678036
15843,-51153.48756879574
4922,15917.27732801078
4589,-46077.16198827364
19661,-19444.92790682768
3697,-3877.717725252558
9035,-15893.308548608475
16865,16804.3017955237
6113,21050.608876711834
1061,-6005.485254884188
2077,17710.182804254233
17665,-19606.18416799925
5481,-7685.815978924104
17310,-24815.21820368583
10147,-44046.51007726474
2083,2687.8754930541036
5239,-21234.18514500899
2089,-7225.684372881195
17392,51757.26983975369
1464,-17729.9983031023
14690,65416.535741056956
10671,-55283.025967887836
2515,5383.453000116249
9386,18770.322569294483
1610,35375.15326952381
1925,22347.73636719679
17362,48753.80155129818
5924,-39693.87090317835
13171,-46939.681841134734
896,11588.04760557809
2620,-12892.753995681196
16423,-81236.8772916818
15458,-19779.591895331832
2667,29024.297481092333
10942,1033.5325541056227
15741,-38561.921144573775
316,21242.811169259658
13992,-20410.30823975365
11142,-41050.24465013103
951,17109.59748857643
18397,59192.25402369266
18998,13384.171787142055
9768,79222.19522532294
8985,-236236.6911350491
2541,7995.323301881901
17103,-32637.79504273343
13825,25513.606878421502
6360,-21140.273702648527
19563,16909.60020008216
17934,-334.1840519688267
17187,25593.14368069067
12837,53964.21461403661
3843,11480.407907032524
17650,15743.728495732445
19735,27967.95502014151
17796,58496.73017867259
1947,-26920.79441932164
2735,17502.58992791445
16764,63945.984901443706
4767,73738.76343274745
4103,13538.881903783418
1996,16460.098673614266
10769,41403.407179273316
13081,2529.29997076148
8060,-793.1054727052979
9597,8919.141893676526
19535,-12928.859774119264
1021,13618.762591144216
18802,-5799.404236112838
5428,-57440.59268094058
5094,61485.710039919126
4093,-257134.45409500517
17850,41332.4270019602
6605,18382.532666549494
15125,-81512.52823236189
7999,66567.62667074631
3074,3462.239139008423
18693,-30380.670027025742
17576,2892.9941585343913
19926,-4948.239500580457
14422,-82222.61331929878
16265,17311.388262826775
4141,-14235.777813198249
9419,-40520.00078141596
7818,-2677.4751430853503
20530,-71074.87720536006
12261,25792.69498255264
14021,-60703.83355152249
8645,-136062.0510767852
5385,-45834.02971749549
19108,17963.772092827974
19584,1225.7035992858873
1041,2730.9373303017346
8432,-28047.150439972727
5750,4925.166091278545
4532,-10901.991589973884
15863,122485.54329804901
4113,-82287.02137410763
20515,19074.5698886068
17648,1813.2781841865508
3200,-11986.118133930082
3129,6187.96388919279
1352,31080.908165767803
18974,2583.856488615944
18605,74369.78802734346
13589,27942.39128198696
19180,-52426.444591364736
281,50092.59953478351
9064,-17779.06010477137
8080,64162.72338265172
12561,8256.709837359114
11466,-85444.00947902462
5628,21055.1436512933
14455,-149700.29010014504
8418,33896.64070663025
2379,15958.486472403194
12333,17266.40879833109
11843,-9472.118743937099
12448,-84361.17172947252
16066,-28597.17958006222
6077,48737.200099929614
386,42425.45335740561
1952,-42294.45065096898
530,-4811.161630141665
5462,-102705.96238264543
12318,29821.732337986847
11049,17367.564088903688
416,-21775.530247895455
16945,-64519.887270900595
3995,12889.898449262022
3451,-8752.98607367155
13916,4237.285199219026
11353,-16647.789590996676
8540,-26073.96793397024
11301,-21728.184501376352
13476,1782.3391953833634
7894,-55364.865591098554
10620,-39837.65208069867
15570,-23255.091358948004
6131,-15657.416828695903
19167,1500.1298394673067
18324,-85755.87345680268
20621,-2832.0974308509612
7043,-268.1677995644859
20330,-22678.945690755558
8160,22165.002639855666
10943,-10862.916600549332
8272,-13082.020613674656
3314,-8126.729717208495
20094,68009.04654592494
14782,28747.804195139557
20113,49074.15970326177
9996,15026.5156053846
2739,1901.8879753289511
15519,20860.077592188638
19348,-19293.2102810207
3603,-67073.21394367811
6625,2173.8070946481603
16744,-10359.704955374531
18956,28080.80064622723
20431,20221.306741007837
6679,-18360.999327821075
15000,1985.8174775982043
18394,-27792.303016260674
9663,14116.025491450157
19304,40723.41514728643
18746,-46541.69863361167
14972,28890.983793472842
13853,-17467.638365595514
19927,15932.78530897299
9528,54834.85260639888
3727,3070.284302536631
5793,-19709.128210734518
15996,-7163.789110701357
14175,15830.61480575439
20326,-185838.7016303657
17132,7414.934797711816
3628,-10956.293594498973
12510,-5452.145551077032
17555,-100712.34744396998
17102,-31705.313503307872
5879,60796.5388020277
11098,44580.87851333816
2168,14559.669565611985
497,72276.6297151465
7954,27656.22497100191
19388,-15543.681196798076
15748,-133204.7461152038
11876,20957.06137519941
8907,68208.17657846509
5210,14889.405740936287
10593,-41111.870438037266
18926,57443.928909465845
6531,-38058.57872564034
17133,4434.10787887132
11042,11697.961451673647
17812,-35018.386571592855
14348,-46241.74438119812
16376,-17457.823228119334
17856,-44116.081270188384
3013,31851.3190910134
5438,-156537.71253722848
19000,14200.67861228413
5566,5467.300849159365
7916,-13735.948525352636
14328,-17139.899637763796
8915,-133661.85821938585
9574,33894.45190646444
17100,-115573.12345540727
13841,4202.40548209702
18817,30287.935084784214
3460,37468.148843312054
7157,-9227.058964069729
7489,14652.687893889233
19606,-21907.835270696436
9780,73349.66546138396
18371,-26897.569241085672
5871,-56973.763612515
17938,46189.218820403505
16529,-85539.39950313987
8859,-232539.847514663
15780,-95465.84225464231
18239,44145.863184554764
13009,4322.228059120564
2343,18566.24759499544
5754,-18146.308402673807
6310,-8785.931366822508
17433,79197.6645438635
280,29730.607806685846
3715,40328.687357258896
15646,95589.59445919178
13932,111441.27199020196
4956,-12862.374444927147
5091,34093.41864259803
9836,34241.1540970323
3564,30327.38174726558
19688,16818.4936622714
17770,-44075.545299893245
263,16859.288049826224
5985,12616.154976684134
3658,-11082.00172065702
7317,-33127.56182943683
9133,5077.582297836896
1000,-39364.85915783659
1494,-63650.036845316994
4380,79196.08401591511
1538,30202.36486763961
17855,-5433.685920436634
8014,27482.75801534549
6073,-55688.60916562169
14723,-21097.292427543114
8759,77369.9212038733
468,86032.36404664261
10068,-3286.2323113986495
18992,-118132.0715469754
8012,37473.03506777561
5680,20010.3514730148
9641,-14976.05700400834
4700,-193136.86031029065
1452,-42881.05570117326
20457,21603.90533689005
2893,-6789.962604498753
14612,20103.20731813769
7050,7450.295115000947
19649,-37413.58930997846
4119,2938.616310534766
3822,22397.28112922478
11166,-51998.481987641746
10336,-77583.22865363234
20129,-2039.8863056785194
652,-11673.634272481344
1528,674.4954213354504
1066,-17668.44308652758
15015,25275.599763118604
8031,-18290.776319092256
14298,-14233.04370953796
10706,166197.71396989338
2246,10607.020572013353
5899,-15673.388302415435
3950,51256.39293444448
13126,-41755.836693187084
5180,9757.490867939618
17343,89184.00464465524
19980,-2001.9832346178882
15232,17514.168341591663
16787,-27479.08401902771
9823,29570.46980560996
20005,16254.560380587733
5473,-59510.4248980431
18512,44314.29348204087
6596,-12511.74688981357
13624,3722.719780081621
8164,23976.156119918072
20385,16927.591171472915
84,3745.4573276381852
14185,19795.077457852356
7303,-27375.98681572253
18289,-142436.88733857684
3313,-92585.52354030657
19127,-83194.54467669595
2957,6296.678118238022
5674,-59909.14890294324
8304,2758.6751566796447
14425,-52300.09412840512
7198,-232.58822349645197
6187,588.4049797018524
8348,22847.939778936998
8494,29568.21086743739
12033,8272.161983994112
501,41149.87475079222
19903,-12403.649412072496
4191,-9016.871389889595
1730,39704.699470475636
16783,-126295.08136072184
5531,-119718.49058746835
15478,170.98814487253549
3730,28939.515512125712
19570,-9426.337563864101
1253,24643.271931074007
15071,-3302.071767015819
3403,-13059.743261385418
8509,-9474.98942290587
14296,-30934.425071016274
14524,44730.98671672522
16310,39752.88166682585
14865,-2665.7528387303464
20360,17106.16072792496
13981,-16925.356537621556
4144,18088.286444906727
14096,12418.680974028248
4871,-8148.00865284272
15950,-12726.273346369126
17951,-39979.354167969344
9758,24243.406014621083
7409,-36972.63419864107
6928,1808.2823091341706
13927,-56540.298914490326
12954,-7203.141731547512
10674,-214740.68740340858
8385,-9473.951689490787
9296,48981.662175438716
4100,-55902.11378196033
1400,16649.44117806389
10844,-10782.145929580118
18798,18230.401979790724
7735,-7795.148016877094
4851,10266.359103929513
1302,14494.968877953914
3844,-4650.8096429620055
13928,-45558.354482626455
18110,-24843.769232222316
12565,1044.584411078249
16302,13726.947683918028
16611,34188.44667420286
4569,-55460.69044025577
9966,-36421.65298277882
18629,3877.1137894671992
11007,-9878.871253452671
13692,8888.102397946539
7880,-15709.784191957733
6770,-16515.518720750988
5078,82344.4572902525
6180,-29975.24668523
5936,26133.08368858832
15211,-23539.10049168521
8722,-27782.032756681554
18659,-5551.78038634386
11122,-68826.53900511638
5051,-80270.51691252817
13991,8179.08144654012
15405,576.3832127327914
6591,8192.091158059775
2540,2907.3481251507037
5011,16204.686725319974
13735,27246.682732687797
10980,-22390.75014320668
3115,-16428.416972511273
4430,-6645.49331753311
3866,-28950.55428414233
17,3483.00396532609
8602,-18550.234114469262
14547,-50426.57018012344
16963,-20973.59672314336
2115,45085.0605805504
7089,20212.300736037665
11739,-73193.24504251633
18176,-37782.534456754336
1341,10377.807080791506
19242,-18199.367745432624
13696,9158.63087782386
9141,-173539.93519621115
4083,-3371.4367208433105
20451,46874.98056508362
17753,-12036.048751727998
2373,-319.16165980207734
3560,30666.81269455384
13794,4332.50339654331
18105,-57314.20436314272
10986,7781.329556669778
12206,-116124.2945643607
12376,35777.79289949965
20130,-19538.262159732636
5906,-4632.295947220584
1935,14001.023254380852
2146,-1942.0170591795177
1960,-62795.76620489312
1597,-39084.44728789426
11801,-10550.22730490366
15433,14137.318697581504
11982,11750.950575064402
7799,21625.534515182633
8785,-3060.989229232946
18845,9069.39132612235
4951,-3210.8746108826454
5934,-23210.023309364595
13276,-964.8249720130552
10377,-29877.049144609715
17015,-91160.10470871028
19295,10457.14121733245
2166,12994.912447930794
13894,23927.417441502228
12337,54255.49900473826
1941,-137757.28982356304
15675,34890.461803862825
7698,-7586.143918006303
2428,-1812.0960691860528
15064,-8849.048875125212
1180,54506.25463356149
9781,6475.753934962209
12704,16919.70606668663
7998,4412.594453402358
12465,-10631.326868279488
4644,-307636.7932477811
10018,-1276.3204887188913
10927,-20326.73295854224
9885,53594.76420723958
6983,-3299.064292745461
12945,-8206.996998884104
26,49695.68201102069
8840,-91541.02020032413
17961,-11088.82344234467
12311,-4909.382867968205
7093,-2549.2221180174965
7457,12432.409446942562
15209,19016.845556058368
18591,-70136.69334314961
11988,-13747.731025787405
3501,22875.674793695158
20074,15500.967706495678
3502,-18405.808097715897
14477,-34324.27144472735
19343,-9686.764343347808
136,-8976.52500957693
19506,-1397.6336243039405
8680,-37883.22497525305
2347,9710.590223528736
14345,-92323.3729859899
5451,-53410.52099259902
5932,-114848.76805645
13631,5910.379903951558
20072,-8053.971842269355
14671,-15142.847862926137
362,63091.18803445296
10742,9042.392609718372
3257,53733.74216335884
3719,-45998.32858585636
3360,3134.7850478218606
9585,-31180.876496372075
2614,14.063898190492182
3660,14111.916259606398
14830,-834.556249887697
4398,20609.906428941962
8219,19737.866477741278
13582,1802.0850808738323
7543,20596.27242550222
6494,-14989.06732438595
16837,47705.318240715715
4283,-17439.834398368665
15939,-56015.23138430371
14931,28287.740519077663
517,-50511.01130786538
9009,-198357.5547743849
10655,-178869.99331085832
16100,-5881.35968799924
17979,-53017.022881805635
20507,8818.786201747935
4931,19686.38766776657
3084,17487.617324003135
674,91707.0713779032
6098,-16723.549417844857
2389,-19770.934200647243
14860,-27138.69769982531
11909,-2454.7443562938133
2635,8251.023135579802
7638,63767.646843295195
18389,43045.049504680675
18871,44122.41391683149
19717,5454.143557101459
9764,-72800.21073882928
2586,-38856.830672183656
17179,-27612.756130221765
10492,13246.460725102108
6883,-16699.312465553812
9598,-17928.55418711019
18841,-16602.371223374066
10495,1640.4910362015362
13039,-35649.329114518885
8136,30119.120074288134
5212,81765.74529671407
14646,78238.6350869443
16383,10769.033968105854
10902,28421.70947800015
19319,-3906.533259980759
1972,22972.97296333738
11629,-25102.385160225123
79,6487.9854652630165
8098,6397.474983032444
9769,37013.76259452215
6312,-2707.1537503716827
12496,-112661.14320481302
2870,5656.586930019665
12010,-54401.3613915575
9848,83159.79084234417
8115,-4904.974953069788
9385,-142417.1666728172
318,-32334.685696047294
4731,-47633.003418743785
399,27307.021434655413
15218,-1872.7402919184533
9721,-53595.28714693652
3692,-11166.673718443315
1750,-9886.571670546633
10970,29565.01497683127
15534,-15702.406328524172
6306,-8526.335628423229
7825,18184.31907617225
3137,28054.199154020578
6794,-48270.72377121964
5812,-52387.172585902386
10267,3650.540037701343
11342,4761.22913977562
16927,-28419.829993461462
8451,4799.789736839477
9644,17232.74865765321
6233,-41376.54962332419
986,23328.222646888928
6965,9926.50016939119
12795,4559.535485987872
9013,8705.722783520643
9262,8246.553542740818
1450,-4313.351500134886
286,47134.4472475457
15288,-288522.65622945956
11542,11359.10004476941
20468,10372.890296275174
4994,-43.92583459474554
3499,19601.25230658133
10347,25298.67316125403
13471,13223.823877318093
1982,-13932.6110233262
248,12065.36145018482
5666,-24473.074158262665
2974,54752.737713444105
15204,-25657.48678537272
10938,-55355.763385228405
20163,-20471.297252607765
18108,20543.196695025836
17420,89500.34771284874
10010,-39842.12980227753
8111,-21970.68369855918
20455,-23654.021643752116
114,29266.45105563925
15722,-30530.129722157435
18561,3523.6354189087288
6417,-32595.931792754564
3152,1187.0900068468618
4351,-169438.71913833468
3772,10034.296318174456
5964,10477.646262232447
10368,20561.978584970115
8143,21028.589683890343
17842,7357.157789653982
6810,-27591.29562384117
3075,-18166.381348871713
18343,-135217.33234025352
16854,27289.337189706566
5415,-44531.6668304709
4396,27522.073115378647
3414,4072.9179327249585
832,-48099.77478952959
5928,88988.77222057432
5374,-72317.57836737929
10300,11318.273648487055
10669,-88604.52132872544
13734,-3641.4708458384994
10900,91384.33897035194
14417,-7788.329688753409
18458,38693.3776570381
13786,2660.445546803283
3190,10516.454101518393
6124,4730.9805828409735
11312,-10234.631303087663
746,7318.6851073335565
5397,-144716.8123063438
11651,-14184.747146272857
17728,-16888.319558473828
7348,-43910.83727831254
2743,42785.28609065298
10121,1664.2897468984302
13875,-11222.970543412812
10922,-41674.31850211181
9305,-36307.26309738023
8243,56518.46783118881
19962,-35979.69816638449
3091,2915.674586555513
17737,-6655.182885202317
3175,-9110.584043378316
15909,14984.817379219516
9489,-50611.42240653398
13008,-48426.70292236224
14451,-72947.13106978327
11523,-24993.417098951875
16992,29352.271021076245
4655,-69733.90675599535
12880,14864.348471082485
4427,33938.826137484226
18310,-2444.8045908300555
13729,-31516.779297540605
12089,35747.629078761966
13640,22759.98199499659
16332,20791.5850639781
17178,21311.810042423895
891,5340.255843813007
7850,36058.809457209194
14167,-6862.083450307779
6308,192.4147833796742
9526,10959.321971989833
16387,-23329.243284850905
17479,-138247.795425627
7982,58534.375731124775
518,-35656.77564028202
10773,-77859.5494867161
455,-58968.883345302456
15713,-73452.33956757892
18444,66349.90268138674
8002,53770.2801922799
4434,-12099.635484622879
2217,27503.416055173497
2770,8898.725211679164
15052,-16448.89129396918
10090,35511.38737800741
3706,16957.691453634005
16947,-57001.789779343526
116,21531.97267622326
6313,4860.365294281131
11289,29787.169669794326
11260,-8004.6265176622255
6188,14488.86110784256
11676,17489.961166975147
10834,55529.91791326355
4503,3953.577619294665
86,102583.87457948533
16380,10540.630576695185
10914,-1480.1641094138322
15226,59198.81700539478
11106,17208.179699417436
16418,-8542.975937581272
5123,79661.14237935591
4376,42844.15530603487
1736,37953.0588840477
12920,4815.057330848125
16576,-22751.077505440626
4228,-15455.165549150493
19030,-1191.425450278999
1653,30015.326523254975
13584,3202.5365700052935
3696,-7177.156746863242
18683,-52297.990615416435
1256,-39322.527648494026
4853,-45731.71636737924
4661,67106.17272871477
6488,-24105.85099878075
15169,69987.08228871992
9406,-13107.093292607926
12995,-4234.340416365798
6325,-23100.87543886216
4404,28084.039741792163
10227,82819.55694185686
610,90264.91793162836
9703,74728.76296022808
707,26680.575311282068
14194,15403.758295686348
14209,21414.59418281977
4564,-37234.0148595738
6646,-15126.2341982059
15066,-1850.8235135258437
2510,45851.634725442666
19537,-179904.95072088303
1032,18747.842155247607
1304,29796.805528296565
1793,93732.8627371472
17048,-52833.75376434182
1781,69935.63851272978
8316,153508.26262908534
14179,10484.057376865501
9680,-74564.50047713207
13623,-23312.93288938774
9577,-9470.666057933035
7100,32168.50187525613
7094,-16128.105772096897
8757,-128018.88924025767
11447,20454.57917870261
15368,-155001.8621929721
2197,-8190.2140330442635
6043,-0.14196811150759459
14667,16067.792181261524
804,18491.40700008266
4996,26128.53495127021
3082,24478.576666158013
8587,24846.960260649328
16023,8620.099274631357
18044,-137645.10108359746
7708,96120.49096694274
900,21122.938477101474
3138,16202.409525006078
14508,-79508.4448422899
4962,-7056.937352378693
11265,-203.51894387518405
16853,6312.240441286587
7431,10401.32820470701
14733,52199.88070432603
14943,-19524.504119463323
943,28856.442680165637
6281,-18496.592025917256
9525,38581.036359097285
2597,-10126.019319657004
16029,69959.17491306318
17369,-56799.45185144842
16859,-4770.680630466959
6420,-29872.979633694486
1834,29167.223810422816
8782,-20951.570168388425
5355,-74014.18942849751
17942,66313.8250737185
14566,28461.50685334552
6654,20828.47365139777
2463,-3669.293437291868
10119,15236.796513921145
11503,-22233.154257842223
4964,19686.296363707865
19816,2015.0453310246812
9803,-108061.87292318488
3861,-17349.987383396598
13,-4604.569755950477
2283,6421.862302941576
2049,41928.37476431797
2991,21257.991650693308
4539,-16088.047696231137
5284,-184694.86945008102
7958,79430.65117632729
11195,-6615.356558533822
16124,-79428.15966892499
1260,17246.2495190021
18048,-8167.490934950416
19205,-193001.78745859052
10692,135894.82689052133
16017,71989.70492231933
16552,-27905.808624657657
12047,38459.67375295442
14481,896.8357794263284
6901,-52820.40089586866
2281,27570.14102372597
704,-6574.473297884397
12912,-68448.4558023576
1298,30164.66076274692
1673,11102.927210928669
11539,15191.248548935313
7897,-34601.78907462815
1549,55768.55967247693
9353,-70855.82155997865
13583,431.516155345118
6946,-26233.030340376892
1101,-1097.6428597984486
17663,27811.339882263506
13774,-7546.175954454186
10285,27504.51174789027
10116,7364.045304454019
11291,21241.85364861376
13787,110321.34009403005
12296,17906.53761646137
11104,8860.279078370659
11978,60346.10427201388
6302,-10528.04786770491
20272,-46041.34940218949
10951,8316.694181211788
5436,-155110.86953028862
1684,-14291.789488546317
15688,81561.37697615963
7439,3478.176101427991
15201,8619.727951169945
8904,64377.99126901699
15911,43751.04565723415
13633,15964.694991886165
1421,6731.258271934232
936,-11068.336277569004
14035,1990.3687616334064
1379,-15585.819360579597
18741,9027.108339387225
12850,17591.289531323244
2494,-3657.6743046362826
16377,5908.056864595943
12019,17112.95636058171
8598,46506.05260248075
1704,18164.991585714568
19384,-22845.533149679555
2671,-25378.240420838236
16540,-18889.143197214173
1469,6747.651672336273
1018,45081.86029722143
10153,-10235.182567777403
1541,7912.944436059799
17282,-83446.70276940102
12388,51853.63900960193
13528,17905.818489048223
14655,-39772.379408207256
657,14053.414547766995
19081,5179.368034938932
8593,-64791.19937570329
12793,14944.940866357065
9300,20594.62159303698
11603,31413.945556225022
2584,-30071.95442266797
13959,-65003.56004254834
10382,9190.011198946857
15098,-24221.503952637213
2093,-383.9770788154565
1423,70326.39458757354
17060,-119315.82156344026
12642,6252.773128395347
6909,-132115.9311566475
11419,-709.7531686165021
1482,-71362.35872436115
16239,8130.052754610209
18499,-251004.5631978209
20592,28746.716457209404
2028,-1198.3448111132311
8391,90344.78666389652
327,53641.66478128929
3335,8464.348766446245
1044,-9605.244013347023
8230,16847.839082134626
3721,-101126.96355726436
19261,3501.1576230291976
7755,3642.262526354025
6997,29747.669347399613
19257,-10657.26399605046
17697,-19281.292062919383
3518,10036.862079982879
13125,18771.060510096402
8125,31010.22506936529
18619,22822.49754496233
10490,90426.81768089905
13382,-22668.38419042586
6196,23476.405925380735
19179,5031.50131380267
8675,28719.43817556312
9030,-8638.588654447405
6995,30200.53066118766
11037,-4437.450032624009
18350,-115184.59595449921
12310,-6722.354352878901
993,-196497.88337672778
1694,-6693.258497053379
5814,-46915.446129235206
8654,-28388.053341057035
15491,67709.24173549248
13506,2116.750682416663
11448,-35446.65952740557
16140,-80595.95385327429
1739,33024.67691261618
16974,7806.216834507708
7944,13787.616682124499
3726,27443.952052340814
19728,-1064.9439779714303
18062,-48976.21433660423
19544,210.37654992038733
10296,-32859.39107973938
11005,-39367.89131912269
11395,-41124.45623891021
18472,-81955.5843069375
11346,-25731.35915126317
5800,-32396.290785625548
1398,-15440.771174215595
2176,3919.6625089556765
6933,-5930.590109469893
9498,-5610.075919271301
13160,1101.8678367321845
8101,816.0385628228833
2447,6269.119793291233
20437,28208.442187937617
15215,-4292.537355149747
8621,3275.226628927281
4825,-56380.30555086129
12589,19131.960521436573
6425,-12464.101836300164
8449,-29757.30361467623
2933,-8954.199247521756
10154,68448.24197817873
19711,5618.34751187441
2471,-4167.110448451916
6373,-85680.88943088142
9049,4781.083070877212
3428,-21827.313315699008
4603,4390.5381579843815
16016,70453.79178782314
12359,-61498.86304350078
10046,-66569.8324893415
13906,8307.592340208677
54,22012.471859044977
3092,892.9518497837998
5136,10961.87977809424
14644,-4381.847972763295
3485,-80658.12403691083
11069,29098.784794951673
11008,-4902.420897524804
17832,76640.49982772587
13383,9676.516299664596
6412,-77346.75036517787
15203,-19849.62127087568
13353,3524.447169910214
14488,71466.52269995329
16212,19803.83877723574
5559,-38955.21395875211
2152,13489.296188850334
7468,-8824.361301524186
5896,13431.124620327813
7582,47787.83824789402
2699,-8059.045855628443
10315,-19576.34890806768
17978,-31207.177264339
11758,-46783.26824126276
2398,96727.3831406415
16199,11298.692520779034
16073,12892.300405327696
9517,25601.135400960717
16996,-85563.96602622652
15264,-99603.59721871975
8628,-67892.09195698204
7273,47817.30354082602
11300,-15588.619141438045
7985,14208.813857425936
635,-6456.196000035736
2339,21982.028963998426
17053,69196.52356395702
9279,-27781.714037276513
10416,51743.71112952847
5160,58778.95173293463
11108,-83933.64805847086
18578,-24127.43380220962
12846,14308.217257199052
7623,46461.859347686725
334,14911.456946171587
9356,-7139.951781710377
2539,40285.912235126685
17441,52035.85547327396
17403,49148.97230211881
15366,2308.744142592215
8981,-106706.89236431685
19823,-18655.045590846916
17688,25659.471524492692
20099,-10911.247290621512
15795,37029.469825465814
10149,84801.92913504317
20519,24558.579603507256
16544,-23696.267143103236
10391,96384.28525555809
19557,2859.4798878831643
